source,path,reason
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (548).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (630).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (793).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (476).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (688).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (562).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (581).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (655).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (648).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (750).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (445).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (710).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (449).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (490).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (572).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (775).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (578).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (474).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (597).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (604).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/unnamed (1).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (514).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (426).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (647).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (751).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (461).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (392).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (574).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (478).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (547).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (512).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (736).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (795).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (616).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (777).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (585).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (446).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (599).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (669).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (16).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (546).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (440).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (594).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (716).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (423).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (459).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (481).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (603).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (653).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (583).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (748).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (515).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (584).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (665).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (495).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (491).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (401).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (504).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (513).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (753).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (538).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (13).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (457).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (460).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (756).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (754).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (571).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (764).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (646).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (5).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (698).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (708).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (678).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (626).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (719).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (727).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (413).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (782).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Tomato_mosaic_virus/MV_ (437).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Tomato_mosaic_virus/MV_ (738).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(156).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(38).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/h38_mirror.jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(57).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(363).JPG,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(57).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(336).png,unreadable
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(362).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(154).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(18).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(164).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/tomato-leaf-isolated-on-white-260nw-580281301.jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(350).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/800wm.jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(46).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(42).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(56).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(44).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/h27_hight.jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(141).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/h38_change_180.jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(115).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(2).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(335).JPG,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(59).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(162).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(280).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(360).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/h27.jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(20).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(40).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(52).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(45).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(182).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(19).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(61).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(94).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(30).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/h73_mirror.jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(21).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/branch-tomato-leaves-iaolsted-on-260nw-1025727106.jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/h45_change_180.jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(58).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(31).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/HL_(32).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(8).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(330).JPG,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(123).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(408).jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/h45_mirror.jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(60).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(87).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/20170815a-max-pixel.jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(15).jpg,exact
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/healthy/h34_change_270.jpg,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/HL_(92).png,near-duplicate
tomato-extra vs holdout,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/healthy/h27_mirror_vertical.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Septoria_Leaf_Spot_of_Tomato186.jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs53_lower.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(277).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(173).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(8).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs7_change_90.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs25_lower.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(17).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs107_mirror_vertical.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/BS_(40).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(316).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/BS_(272).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs40.JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(11).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/BS_(110).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs25_hight.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/BS_(58).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(67).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs25_mirror_vertical.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(20).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(14).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs55_hight.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/BS_(100).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/Bs25.JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs31_hight.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(148).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs60_change_180.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs65_mirror.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/BS_(344).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(15).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs55_mirror_vertical.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs107_mirror.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/Bs44.JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs4_change_180.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(9).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/BS_(12).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs65_change_270.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/BS_(208).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(139).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs30_mirror.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/unnamed (1).jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs55.JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs4_mirror.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/valid/Bacterial_spot/Bs74.JPG,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs55_mirror.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs44_lower.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/Bs87_change_180.jpg,near-duplicate
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(18).jpg,exact
tomato-extra dup of plantdoc-train,/kaggle/input/datasets/cookiefinder/tomato-disease-multiple-sources/train/Bacterial_spot/BS_(37).jpg,near-duplicate
